RED;Chapter;Article;Part;ShortN;LIMP;IMPMAX;IMPMIN;DISBATMAX;DISBATMIN;RESTOLMAX;RESTOLMIN;ARMAX;ARMIN;LIMMAX;LIMMIN;CORWMAX;CORWMIN;CIVMAX;CIVMIN;DEPRMAX;DEPRMIN;FINEMAX;FINEMIN;CONF;DEPRDOP;DEPRDOPMAX;DEPRDOPMIN;FINEDOP;FINEDOPMAX;FINEDOPMIN;GRADEMAN;GRADEAUTO
2021;VI;1970;1;art. 197 p. 1;;;;;;2;1;;;;;2;0,5;240;120;;;4000;1000;;;;;;;;2;
2021;VI;1971;1;art. 197-1 p. 1;;;;;;;;6;1;;;;;;;;;300;200;;;;;;;;1;
2021;VI;1971;2;art. 197-1 p. 2;;2;1;;;4;2;;;;;;;;;;;;;;;;;;;;2;
2021;VI;1971;3;art. 197-1 p. 3;;;;;;3;1;6;1;;;;;;;;;4000;1000;;;;;;;;2;
2021;VI;1971;4;art. 197-1 p. 4;;3;1;;;;;;;;;;;;;;;;;;;;;;;;2;
2021;VI;1980;1;art. 198 p. 1;;3;1;;;3;1;6;1;;;;;;;;;;;;;;;;;;2;
2021;VII;1990;1;art. 199 p. 1;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;VII;1990;2;art. 199 p. 2;;10;5;;;;;;;;;;;;;;;;;2;;;;;;;3;
2021;VII;1990;3;art. 199 p. 3;;12;8;;;;;;;;;;;;;;;;;2;;;;;;;4;
2021;VII;2000;1;art. 200 p. 1;;;;;;;;;;;;;;;;;;5000;3000;;;;;;;;2;
2021;VII;2000;2;art. 200 p. 2;;;;;;;;;;;;;;;;;;10000;5000;;;;;;;;2;
2021;VII;2010;1;art. 201 p. 1;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;VII;2010;2;art. 201 p. 2;;12;5;;;;;;;;;;;;;;;;;2;;;;;;;4;
2021;VII;2011;1;art. 201-1 p. 1;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;
2021;VII;2011;2;art. 201-1 p. 2;;10;5;;;;;;;;;;;;;;;;;2;2;3;1;;;;3;
2021;VII;2011;3;art. 201-1 p. 3;;12;10;;;;;;;;;;;;;;;;;2;2;3;1;;;;4;
2021;VII;2031;1;art. 203-1 p. 1;;;;;;;;;;;;;;;;;;5000;3000;;;;;;;;2;
2021;VII;2031;2;art. 203-1 p. 2;;;;;;;;;;;;;;;;;;10000;5000;;;;;;;;2;
2021;VII;2032;1;art. 203-2 p. 1;;;;;;;;;;;;;;;;;;40000;10000;;2;1;1;;;;4;
2021;VII;2032;2;art. 203-2 p. 2;;;;;;;;;;;;;;;;;;50000;40000;;2;3;3;;;;4;
2021;VII;2040;1;art. 204 p. 1;;;;;;;;;;;;;;;;;;10000;5000;2;;;;;;;2;
2021;VII;2040;2;art. 204 p. 2;;5;3;;;;;;;;;;;;;;;;;2;;;;;;;2;
2021;VII;2040;3;art. 204 p. 3;;10;8;;;;;;;;;;;;;;;;;2;;;;;;;3;
2021;VII;2051;1;art. 205-1 p. 1;;3;1;;;;;6;3;;;;;;;;;8000;5000;;;;;;;;2;
2021;VII;2051;2;art. 205-1 p. 2;;5;3;;;;;;;;;;;;;;;10000;8000;;1;3;1;;;;2;
2021;VII;2060;1;art. 206 p. 1;;;;;;;;;;;;;;;;;;15000;10000;;;;;;;;3;
2021;VII;2060;2;art. 206 p. 2;;6;3;;;5;3;;;;;;;;;;;25000;15000;;1;4;2;;;;3;
2021;VII;2060;3;art. 206 p. 3;;10;6;;;;;;;;;;;;;;;;;2;2;5;3;;;;3;
2021;VII;2062;1;art. 206-2 p. 1;;3;1;;;3;1;;;;;2;0,5;;;;;;;;2;2;1;;;;2;
2021;VII;2062;2;art. 206-2 p. 2;;5;3;;;;;;;;;;;;;;;;;;2;2;1;;;;2;
2021;VII;2062;3;art. 206-2 p. 3;;10;5;;;;;;;;;;;;;;;;;2;2;3;1;;;;3;
2021;VII;2090;1;art. 209 p. 1;;6;3;;;;;;;;;;;;;;;;;2;2;2;1;;;;3;
2021;VII;2090;2;art. 209 p. 2;;8;5;;;;;;;;;;;;;;;;;2;2;3;1;;;;3;
2021;VII;2090;3;art. 209 p. 3;;12;8;;;;;;;;;;;;;;;;;2;2;3;1;;;;4;
2021;VII;2091;1;art. 209-1 p. 1;;;;;;;;;;;;;;;;;;3000;1000;;2;3;1;;;;1;
2021;VII;2091;2;art. 209-1 p. 2;;;;;;;;;;;;;;;;;;5000;3000;;2;3;1;;;;2;
2021;VII;2100;1;art. 210 p. 1;;;;;;3;1;;;;;2;0,5;;;;;4000;1000;;1;3;1;;;;2;
2021;VII;2100;2;art. 210 p. 2;;6;2;;;5;2;;;;;;;;;;;;;;2;3;1;;;;3;
2021;VII;2110;1;art. 211 p. 1;;4;1;;;5;1;;;;;2;0,5;;;;;4000;1000;;2;3;1;;;;2;
2021;VII;2110;2;art. 211 p. 2;;6;2;;;;;;;;;;;;;;;;;;2;3;1;;;;3;
2021;VII;2120;1;art. 212 p. 1;;;;;;;;;;;;;;;;;;5000;3000;;2;3;1;;;;2;
2021;VII;2120;2;art. 212 p. 2;;;;;;;;;;;;;;;;;;7000;5000;;2;3;1;;;;2;
2021;VII;2120;3;art. 212 p. 3;;;;;;;;;;;;;;;;;;25000;15000;2;2;3;1;;;;3;
2021;VII;2121;1;art. 212-1 p. 1;;;;;;;;;;;;;;;;3;2;4000;1000;;;;;;;;2;
2021;VII;2121;2;art. 212-1 p. 2;;;;;;;;;;;;;;;;;;5000;3000;;2;3;1;;;;2;
2021;VII;2121;3;art. 212-1 p. 3;;;;;;;;;;;;;;;;;;25000;15000;2;2;3;1;;;;3;
2021;VII;2130;1;art. 213 p. 1;;;;;;1;1;;;;;2;0,5;;;;;2000;1500;;;;;;;;1;
2021;VII;2130;2;art. 213 p. 2;;3;1;;;;;;;;;;;;;;;4000;3000;;;;;;;;2;
2021;VII;2160;1;art. 216 p. 1;;;;;;;;;;;;;;;;;;1000;500;;;;;;;;1;
2021;VII;2160;2;art. 216 p. 2;;;;;;;;;;;;;;;;;;5000;3000;;;;;;;;2;
2021;VII;2181;1;art. 218-1 p. 1;;5;1;;;5;1;;;;;;;;;;;;;;2;3;1;2;10000;5000;2;
2021;VII;2190;1;art. 219 p. 1;;;;;;;;;;;;;;;;;;4000;2000;;2;3;1;;;;2;
2021;VII;2201;1;art. 220-1 p. 1;;;;;;;;;;;;;;;;;;4000;1000;;;;;;;;2;
2021;VII;2201;2;art. 220-1 p. 2;;;;;;;;;;;;;;;;;;6000;4000;;2;3;1;;;;2;
2021;VII;2201;3;art. 220-1 p. 3;;;;;;;;;;;;;;;;;;4000;1000;;;;;;;;2;
2021;VII;2201;4;art. 220-1 p. 4;;4;1;;;;;;;;;;;;;;;;;;2;10;1;;;;2;
2021;VII;2202;1;art. 220-2 p. 1;;;;;;4;1;;;;;;;;;;;4000;1000;;2;10;1;;;;2;
2021;VII;2220;1;art. 222 p. 1;;;;;;;;;;;;;;;;;;4000;1000;;2;3;1;;;;2;
2021;VII;2220;2;art. 222 p. 2;;;;;;;;;;;;;;;;;;10000;3000;;2;3;1;;;;2;
2021;VII;2221;1;art. 222-1 p. 1;;;;;;;;;;;;;;;;;;5000;3000;;2;3;1;;;;2;
2021;VII;2221;2;art. 222-1 p. 2;;;;;;;;;;;;;;;;;;10000;5000;;2;3;1;;;;2;
2021;VII;2222;1;art. 222-2 p. 1;;;;;;;;;;;;;;;;;;60000;20000;;2;3;1;;;;4;
2021;VII;2222;2;art. 222-2 p. 2;;;;;;;;;;;;;;;;;;80000;60000;;2;3;1;;;;4;
2021;VII;2231;1;art. 223-1 p. 1;;;;;;;;;;;;;;;;3;2;4000;1000;;;;;;;;2;
2021;VII;2240;1;art. 224 p. 1;;;;;;;;;;;;;;;;;;4000;1000;;2;3;1;;;;2;
2021;VII;2240;2;art. 224 p. 2;;;;;;;;;;;;;;;;;;10000;3000;;2;3;1;;;;2;
2021;VII;2240;3;art. 224 p. 3;;;;;;;;;;;;;;;;;;15000;10000;;2;3;1;;;;3;
2021;VII;2270;1;art. 227 p. 1;;;;;;;;;;;;;;;;;;8000;3000;;2;3;1;;;;2;
2021;VII;2290;1;art. 229 p. 1;;;;;;;;;;;;;;;;;;4000;1000;;;;;;;;2;
2021;VII;2290;2;art. 229 p. 2;;;;;;;;;;;;;;;;;;10000;3000;;;;;;;;2;
2021;VII;2290;3;art. 229 p. 3;;;;;;;;;;;;;;;;;;15000;10000;;1;3;1;;;;3;
2021;VII;2310;1;art. 231 p. 1;;;;;;;;;;;;;;;;;;8000;3000;;;;;;;;2;
2021;VII;2320;1;art. 232 p. 1;;;;;;;;;;;;;;;;;;3000;1000;;2;3;1;;;;1;
2021;VII;2321;1;art. 232-1 p. 1;;;;;;;;;;;;;;;;;;4000;1000;;1;3;1;;;;2;
2021;VII;2321;2;art. 232-1 p. 2;;;;;;;;;;;;;;;;;;5000;3000;;1;3;1;;;;2;
2021;VII;2321;3;art. 232-1 p. 3;;;;;;;;;;;;;;;;;;8000;5000;;1;3;1;;;;2;
2021;VII;2321;4;art. 232-1 p. 4;;;;;;;;;;;;;;;;;;10000;8000;;2;3;1;;;;2;
2021;VII;2322;1;art. 232-2 p. 1;;;;;;;;;;;;;;;;;;4000;1000;;1;3;1;;;;2;
2021;VII;2322;2;art. 232-2 p. 2;;;;;;;;;;;;;;;;;;6000;3000;;2;3;1;;;;2;
2021;VII;2323;1;art. 232-3 p. 1;;;;;;;;;;;;;;;;;;50000;40000;;1;3;1;;;;4;
2021;VII;2323;2;art. 232-3 p. 2;;;;;;;;;;;;;;;;;;65000;55000;;1;3;1;;;;4;
2021;VII;2323;3;art. 232-3 p. 3;;;;;;;;;;;;;;;;;;75000;65000;;1;3;1;;;;4;
2021;VII;2323;4;art. 232-3 p. 4;;;;;;;;;;;;;;;;;;70000;60000;;2;3;1;;;;4;
2021;VII;2330;1;art. 233 p. 1;;;;;;;;;;;;;;;;;;10000;5000;;;;;;;;2;
2021;VII;2330;2;art. 233 p. 2;;;;;;;;;;;;;;;;;;35000;25000;1;;;;;;;4;
2021;VIII;2360;1;art. 236 p. 1;;10;5;;;;;;;;;;;;;;;;;;2;3;1;;;;3;
2021;VIII;2370;1;art. 237 p. 1;;5;1;;;5;1;;;;;;;;;;;;;;2;3;1;;;;2;
2021;VIII;2380;1;art. 238 p. 1;;3;1;;;3;1;;;;;;;;;3;1;4000;1000;;;;;;;;2;
2021;VIII;2380;2;art. 238 p. 2;;5;2;;;5;2;;;;;;;;;;;;;;1;3;1;;;;2;
2021;VIII;2390;1;art. 239 p. 1;;;;;;;;;;;;;;;;3;1;4000;1000;;;;;;;;2;
2021;VIII;2390;2;art. 239 p. 2;;5;2;;;5;2;;;;;;;;;;;;;;1;3;1;;;;2;
2021;VIII;2391;1;art. 239-1 p. 1;;;;;;3;1;;;;;;;;;;;4000;1000;;2;3;1;;;;2;
2021;VIII;2391;2;art. 239-1 p. 2;;5;2;;;5;2;;;;;;;;;;;;;;2;3;1;;;;2;
2021;VIII;2391;3;art. 239-1 p. 3;;5;3;;;5;3;;;;;;;;;;;;;;2;3;1;;;;2;
2021;VIII;2392;1;art. 239-2 p. 1;;;;;;3;1;;;;;;;;;;;3000;1000;;2;3;1;;;;1;
2021;VIII;2392;2;art. 239-2 p. 2;;5;2;;;5;2;;;;;;;;;;;;;;2;3;1;;;;2;
2021;VIII;2392;3;art. 239-2 p. 3;;5;3;;;5;3;;;;;;;;;;;;;;2;3;1;;;;2;
2021;VIII;2400;1;art. 240 p. 1;;2;1;;;2;1;;;;;;;;;;;800;500;;;;;;;;2;
2021;VIII;2400;2;art. 240 p. 2;;3;1;;;3;1;;;;;;;;;;;5000;3000;;;;;;;;2;
2021;VIII;2400;3;art. 240 p. 3;;6;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;VIII;2400;4;art. 240 p. 4;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;VIII;2401;1;art. 240-1 p.1;;3;2;;;3;2;;;;;;;;;;;10000;3000;;;;;;;;2;
2021;VIII;2401;2;art. 240-1 p.2;;7;4;;;;;;;;;;;;;;;;;2;;;;;;;3;
2021;VIII;2401;3;art. 240-1 p.3;;8;5;;;;;;;;;;;;;;;;;2;;;;;;;3;
2021;VIII;2410;1;art. 241 p. 1;;;;;;3;1;;;;;;;;;;;3600;1800;;1;3;1;;;;2;
2021;VIII;2410;2;art. 241 p. 2;;5;2;;;5;2;;;;;;;;;;;;;;1;3;1;;;;2;
2021;VIII;2420;1;art. 242 p. 1;;;;;;5;1;;;;;;;;;5;2;5000;1000;;;;;;;;2;
2021;VIII;2420;2;art. 242 p. 2;;5;1;;;5;1;;;;;;;;;;;;;;;;;;;;2;
2021;VIII;2430;1;art. 243 p. 1;;3;1;;;3;1;;;;;;;;;;;800;300;;1;3;1;;;;2;
2021;VIII;2430;2;art. 243 p. 2;;5;2;;;;;;;;;;;;;;;;;;1;3;1;;;;2;
2021;VIII;2430;3;art. 243 p. 3;;3;1;;;3;1;;;;;;;;;5;1;5000;1000;;;;;;;;2;
2021;VIII;2440;1;art. 244 p. 1;;2;1;;;3;1;;;;;;;;;;;4000;1000;;;;;;;;2;
2021;VIII;2440;2;art. 244 p. 2;;;;;;;;6;1;;;;;;;;;5000;2000;;;;;;;;2;
2021;VIII;2450;1;art. 245 p. 1;;5;2;;;5;2;;;;;;;;;;;9000;5400;;;;;;;;2;
2021;VIII;2450;2;art. 245 p. 2;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;VIII;2460;1;art. 246 p. 1;;3;1;;;3;1;6;1;;;;;;;;;1500;1000;;;;;;;;2;
2021;VIII;2460;2;art. 246 p. 2;;5;3;;;5;3;;;;;;;;;;;;;;;;;;;;2;
2021;VIII;2460;3;art. 246 p. 3;;5;3;;;5;3;;;;;;;;;;;2000;1500;;;;;;;;2;
2021;VIII;2460;4;art. 246 p. 4;;7;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;VIII;2470;1;art. 247 p. 1;;;;;;2;1;;;;;;;200;120;;;100;30;;;;;;;;1;
2021;VIII;2480;1;art. 248 p. 1;;;;;;3;1;;;;;;;240;160;;;3000;1000;;;;;;;;1;
2021;VIII;2480;2;art. 248 p. 2;;5;1;;;5;1;;;;;;;;;;;200;400;;;;;;;;2;
2021;VIII;2490;1;art. 249 p. 1;;;;;;3;1;;;;;;;;;;;3000;1000;;;;;;;;1;
2021;VIII;2490;2;art. 249 p. 2;;3;1;;;3;1;;;;;;;;;;;5000;3000;;;;;;;;2;
2021;VIII;2500;1;art. 250 p. 1;;3;1;;;5;2;6;1;;;;;;;;;4000;1000;;;;;;;;2;
2021;VIII;2510;1;art. 251 p. 1;;3;1;;;3;1;;;;;;;;;5;2;4000;1000;;;;;;;;2;
2021;VIII;2520;1;art. 252 p. 1;;;;;;3;1;;;;;;;;;;;3000;1000;;;;;;;;1;
2021;VIII;2520;2;art. 252 p. 2;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2021;VIII;2530;1;art. 253 p. 1;;;;;;;;;;;;;;;;;;3000;1000;;2;3;1;;;;1;
2021;VIII;2530;2;art. 253 p. 2;;5;1;;;5;3;;;;;;;;;;;;;;;;;;;;2;
2021;VIII;2540;1;art. 254 p. 1;;;;;;2;1;;;;;;;;;;;3000;1000;;1;3;1;;;;1;
2021;VIII;2540;2;art. 254 p. 2;;3;1;;;3;1;;;;;;;;;;;10000;7000;;2;3;1;;;;2;
2021;VIII;2540;3;art. 254 p. 3;;5;3;;;5;3;;;;;;;;;;;;;;2;3;1;;;;2;
2021;VIII;2540;4;art. 254 p. 4;;;;;;7;5;;;;;;;;;;;;;;2;3;1;;;;1;
2021;IX;2550;1;art. 255 p. 1;;12;7;;;;;;;;;;;;;;;;;;;;;;;;4;
2021;IX;2550;2;art. 255 p. 2;;12;5;;;;;;;;;;;;;;;;;2;;;;;;;4;
2021;IX;2550;3;art. 255 p. 3;;13;8;;;;;;;;;;;;;;;;;2;;;;;;;4;
2021;IX;2550;4;art. 255 p. 4;;15;10;;;;;;;;;;;;;;;;;2;;;;;;;4;
2021;IX;2550;5;art. 255 p. 5;;15;12;;;;;;;;;;;;;;;;;2;;;;;;;4;
2021;IX;2551;1;art. 255-1 p.1;;10;7;;;;;;;;;;;;;;;;;2;;;;;;;3;
2021;IX;2551;2;art. 255-1 p.2;;15;9;;;;;;;;;;;;;;;;;1;;;;;;;4;
2021;IX;2551;3;art. 255-1 p.3;;15;12;;;;;;;;;;;;;;;;;2;;;;;;;4;
2021;IX;2552;1;art. 255-2 p.1;;12;7;;;;;;;;;;;;;;;;;2;;;;;;;4;
2021;IX;2553;1;art. 255-3 p.1;;7;3;;;;;;;;;;;;;;;;;1;;;;;;;3;
2021;IX;2560;1;art. 256 p. 1;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;
2021;IX;2560;2;art. 256 p. 2;;10;5;;;;;;;;;;;;;3;2;;;;;;;;;;3;
2021;IX;2570;1;art. 257 p. 1;;15;5;;;;;;;;;;;;;;;;;2;;;;;;;4;
2021;IX;2580;1;art. 258 p. 1;;10;5;;;;;;;;;;;;;;;;;1;;;;;;;3;
2021;IX;2580;2;art. 258 p. 2;;12;7;;;;;;;;;;;;;;;;;1;;;;;;;4;
2021;IX;2580;3;art. 258 p. 3;1;15;10;;;;;;;;;;;;;;;;;1;;;;;;;4;
2021;IX;2581;1;art. 258-1 p. 1;;5;3;;;;;;;;;;;;;;;;;1;;;;;;;2;
2021;IX;2581;2;art. 258-1 p. 2;;7;4;;;;;;;;;;;;;;;;;1;;;;;;;3;
2021;IX;2582;1;art. 258-2 p. 1;;3;1;;;3;1;6;1;;;2;0,5;;;;;;;1;;;;;;;2;
2021;XI;2582;2;art. 258-2 p. 2;;5;1;;;4;1;;;;;;;;;3;2;;;1;;;;;;;2;
2021;IX;2583;1;art. 258-3 p. 1;;15;8;;;;;;;;;;;;;;;;;1;;;;;;;4;
2021;IX;2584;1;art. 258-4 p. 1;;8;3;;;;;;;;;;;;;;;;;1;;;;;;;3;
2021;IX;2584;2;art. 258-4 p. 2;;10;5;;;;;;;;;;;;;;;;;1;;;;;;;3;
2021;IX;2585;1;art. 258-5 p. 1;;8;5;;;;;;;;;;;;;;;;;2;2;2;1;;;;3;
2021;IX;2585;2;art. 258-5 p. 2;;10;8;;;;;;;;;;;;;;;;;2;2;3;1;;;;3;
2021;IX;2585;3;art. 258-5 p. 3;;12;10;;;;;;;;;;;;;;;;;2;2;3;1;;;;4;
2021;IX;2590;1;art. 259 p. 1;;6;2;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;IX;2590;2;art. 259 p. 2;;8;4;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;IX;2600;1;art. 260 p. 1;;5;2;;;;;;;;;;;;;;;;;1;;;;;;;2;
2021;IX;2600;2;art. 260 p. 2;;8;3;;;;;;;;;;;;;;;;;1;;;;;;;3;
2021;IX;2600;3;art. 260 p. 3;;10;5;;;;;;;;;;;;;;;;;1;;;;;;;3;
2021;IX;2600;4;art. 260 p. 4;;12;7;;;;;;;;;;;;;;;;;1;;;;;;;4;
2021;IX;2600;5;art. 260 p. 5;;15;10;;;;;;;;;;;;;;;;;1;;;;;;;4;
2021;IX;2610;1;art. 261 p.1 ;;12;5;;;;;;;;;;;;;;;;;1;;;;;;;4;
2021;IX;2620;1;art. 262 p. 1;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;IX;2620;2;art. 262 p. 2;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;IX;2620;3;art. 262 p. 3;;15;10;;;;;;;;;;;;;;;;;2;;;;;;;4;
2021;IX;2630;1;art. 263 p. 1;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;IX;2630;2;art. 263 p. 2;;3;1;;;5;2;6;3;;;;;240;120;;;4000;1000;;;;;;;;2;
2021;IX;2631;1;art. 263-1 p. 1;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;IX;2631;2;art. 263-1 p. 2;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;IX;2631;3;art. 263-1 p. 3;;12;8;;;;;;;;;;;;;;;;;;;;;;;;4;
2021;IX;2640;1;art. 264 p. 1;;3;1;;;3;1;;;;;;;;;;;;;;;;;;;;2;
2021;IX;2650;1;art. 265 p. 1;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2021;IX;2650;2;art. 265 p. 2;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;IX;2650;3;art. 265 p. 3;;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;
2021;IX;2651;1;art. 265-1 p. 1;;5;2;;;5;2;;;;;;;;;;;700;300;;;;;;;;2;
2021;IX;2651;1;art. 265-1 p. 1;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2021;IX;2651;2;art. 265-1 p. 2;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;IX;2651;3;art. 265-1 p. 3;;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;
2021;IX;2660;1;art. 266 p. 1;;3;1;;;;;;;;;;;;;;;;;;;;;;;;2;
2021;IX;2660;2;art. 266 p. 2;;5;1;;;;;;;;;;;;;;;;;;;;;;;;2;
2021;IX;2670;1;art. 267 p. 1;;3;1;;;3;1;;;;;2;0,5;;;;;4000;1000;;;;;;;;2;
2021;IX;2670;2;art. 267 p. 2;;12;3;;;;;;;;;;;;;;;;;;;;;;;;4;
2021;IX;2671;1;art. 267-1 p. 1;;3;1;;;3;1;;;;;;;;;;;80;50;;;;;;;;2;
2021;IX;2671;2;art. 267-1 p. 2;;4;2;;;4;2;;;;;;;;;;;85;70;;;;;;;;2;
2021;IX;2671;3;art. 267-1 p. 3;;5;2;;;5;2;;;;;;;;;;;100;75;;;;;;;;2;
2021;IX;2671;4;art. 267-1 p. 4;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;IX;2680;1;art. 268 p. 1;;;;;;3;1;;;;;;;;;;;100;30;;;;;;;;1;
2021;IX;2680;2;art. 268 p. 2;;3;1;;;;;;;;;;;;;;;200;50;;;;;;;;2;
2021;IX;2690;1;art. 269 p. 1;;2;1;;;2;1;;;;;2;0,5;;;;;4000;1000;;;;;;;;2;
2021;IX;2690;2;art. 269 p. 2;;10;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;IX;2700;1;art. 270 p. 1;;3;1;;;3;1;;;;;2;0,5;;;;;4000;1000;;;;;2;10000;5000;2;
2021;IX;2700;2;art. 270 p. 2;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;IX;2701;1;art. 270-1 p. 1;;3;1;;;3;1;;;;;2;1;;;;;250;100;;;;;;;;2;
2021;IX;2701;2;art. 270-1 p. 2;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;IX;2701;3;art. 270-1 p. 3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2021;X;2710;1;art. 271 p. 1;;;;;;2;1;;;;;2;1;;;;;3000;1000;;;;;;;;1;
2021;X;2710;2;art. 271 p. 2;;7;1;;;5;1;;;;;2;0,5;;;;;;;;1;2;1;;;;3;
2021;X;2720;1;art. 272 p. 1;;;;;;3;1;;;;;2;0,5;;;;;3000;1000;;1;3;1;;;;1;
2021;X;2720;2;art. 272 p. 2;;8;1;;;5;1;;;;;;;;;;;;;;2;3;1;;;;3;
2021;X;2730;1;art. 273 p. 1;;3;1;;;3;1;;;;;2;0,5;;;;;;;;1;3;1;;;;2;
2021;X;2730;2;art. 273 p. 2;;10;2;;;5;1;;;;;;;;;;;;;;2;3;1;;;;3;
2021;X;2740;1;art. 274 p. 1;;4;1;;;4;1;;;;;;;;;;;;;;2;3;1;;;;2;
2021;X;2740;2;art. 274 p. 2;;12;3;;;;;;;;;;;;;;;;;;2;3;1;;;;4;
2021;X;2750;1;art. 275 p. 1;;;;;;3;1;;;;;2;0,5;;;;;3000;1000;;1;2;1;;;;1;
2021;X;2750;2;art. 275 p. 2;;5;2;;;5;1;;;;;2;0,5;;;;;;;;2;3;1;;;;2;
2021;XI;2760;1;art. 276 p. 1;;;;;;3;1;;;;;2;0,5;;;;;;;;;;;;;;1;
2021;XI;2760;2;art. 276 p. 2;;7;2;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;XI;2760;3;art. 276 p. 3;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;XI;2761;1;art. 276-1 p. 1;;3;1;;;;;;;;;2;0,5;;;;;;;;;;;;;;2;
2021;XI;2770;1;art. 277 p. 1;;3;1;;;2;1;;;;;2;0,5;;;;;250;50;;;;;;;;2;
2021;XI;2770;2;art. 277 p. 2;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;XI;2770;3;art. 277 p. 3;;15;7;;;;;;;;;;;;;;;;;;;;;;;;4;
2021;XI;2780;1;art. 278 p. 1;;6;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;XI;2780;2;art. 278 p. 2;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;XI;2780;3;art. 278 p. 3;;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;
2021;XI;2790;1;art. 279 p. 1;;;;;;3;1;6;1;;;2;0,5;;;;;150;50;;;;;;;;1;
2021;XI;2790;2;art. 279 p. 2;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;XI;2790;3;art. 279 p. 3;;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;
2021;XI;2800;1;art. 280 p. 1;;;;;;3;1;6;1;;;2;0,5;;;;;50;30;;;;;;;;1;
2021;XI;2800;2;art. 280 p. 2;;5;1;;;5;1;;;;;;;;;;;;;;;;;;;;2;
2021;XI;2800;3;art. 280 p. 3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2021;XI;2810;1;art. 281 p. 1;;;;;;3;1;6;1;;;;;;;;;3000;1000;;;;;;;;1;
2021;XI;2810;2;art. 281 p. 2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2021;XI;2810;3;art. 281 p. 3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2021;XI;2820;1;art. 282 p. 1;;;;;;5;1;;;;;2;0,5;;;;;3000;1000;;;;;;;;1;
2021;XI;2820;2;art. 282 p. 2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2021;XI;2820;3;art. 282 p. 3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2021;XI;2830;1;art. 283 p. 1;;;;;;3;1;6;1;;;2;0,5;;;;;2000;1000;;;;;;;;1;
2021;XI;2830;2;art. 283 p. 2;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2021;XI;2840;1;art. 284 p. 1;;;;;;2;1;6;1;;;2;0,5;;;;;100;30;;;;;;;;1;
2021;XI;2850;1;art. 285 p. 1;;;;;;;;6;1;;;2;0,5;;;;;50;30;;;;;;;;1;
2021;XI;2860;1;art. 286 p. 1;;;;;;3;1;6;1;;;2;0,5;;;;;5000;3000;;2;3;1;;;;2;
2021;XI;2860;2;art. 286 p. 2;;8;3;;;;;;;;;;;;;;;;;;1;3;1;;;;3;
2021;XI;2860;3;art. 286 p. 3;;10;5;;;;;;;;;;;;;;;;;;2;3;1;;;;3;
2021;XI;2861;1;art. 286-1 p. 1;;3;1;;;;;;;;;;;;;;;;;;2;5;3;;;;2;
2021;XI;2861;2;art. 286-1 p. 2;;8;3;;;;;;;;;;;;;;;;;;2;8;3;;;;3;
2021;XI;2861;3;art. 286-1 p. 3;;10;5;;;;;;;;;;;;;;;;;;2;10;5;;;;3;
