RED;Chapter;Article;Part;ShortN;LIMP;IMPMAX;IMPMIN;DISBATMAX;DISBATMIN;RESTOLMAX;RESTOLMIN;ARMAX;ARMIN;LIMMAX;LIMMIN;CORWMAX;CORWMIN;CIVMAX;CIVMIN;DEPRMAX;DEPRMIN;FINEMAX;FINEMIN;CONF;DEPRDOP;DEPRDOPMAX;DEPRDOPMIN;FINEDOP;FINEDOPMAX;FINEDOPMIN;GRADEMAN;GRADEAUTO;RANK;INDEX
2019;XVII;3661;1;Ст. 366-1 ч. 1;;2;1;;;;;;;;;;;240;150;;;3000;2500;;2;3;1;;;;1;;;
2019;XVII;3670;1;Ст. 367 ч. 1;;;;;;3;1;;;;;2;1;;;;;500;250;;2;3;1;;;;1;;;
2019;XVII;3670;2;Ст. 367 ч. 2;;5;2;;;;;;;;;;;;;;;;;;2;3;1;;;;2;;;
2019;XVII;3680;1;Ст. 368 ч. 1;;4;2;;;;;6;3;;;;;;;;;1500;1000;;2;3;1;;;;2;;;
2019;XVII;3680;2;Ст. 368 ч. 2;;6;3;;;;;;;;;;;;;;;;;;2;3;1;;;;3;;;
2019;XVII;3680;3;Ст. 368 ч. 3;;10;5;;;;;;;;;;;;;;;;;2;2;3;1;;;;3;;;
2019;XVII;3680;4;Ст. 368 ч. 4;;12;8;;;;;;;;;;;;;;;;;2;2;3;1;;;;4;;;
2019;XVII;3682;1;Ст. 368-2 ч. 1;;2;1;;;;;;;;;;;;;;;;;2;2;3;1;;;;1;;;
2019;XVII;3682;2;Ст. 368-2 ч. 2;;5;2;;;;;;;;;;;;;;;;;2;2;3;1;;;;2;;;
2019;XVII;3682;3;Ст. 368-2 ч. 3;;10;5;;;;;;;;;;;;;;;;;2;2;3;1;;;;3;;;
2019;XVII;3683;1;Ст. 368-3 ч. 1;;2;1;;;2;1;;;;;;;200;100;;;400;150;;;;;;;;1;;;
2019;XVII;3683;2;Ст. 368-3 ч. 2;;4;1;;;4;1;;;;;;;;;;;700;350;;;;;;;;2;;;
2019;XVII;3683;3;Ст. 368-3 ч. 3;;3;1;;;3;1;6;1;;;2;1;;;;;700;500;;2;3;1;;;;2;;;
2019;XVII;3683;4;Ст. 368-3 ч. 4;;7;3;;;;;;;;;;;;;;;;;2;2;3;1;;;;3;;;
2019;XVII;3684;1;Ст. 368-4 ч. 1;;2;1;;;2;1;;;;;;;200;100;;;400;150;;;;;;;;1;;;
2019;XVII;3684;2;Ст. 368-4 ч. 2;;4;1;;;4;1;;;;;;;;;;;700;350;;;;;;;;2;;;
2019;XVII;3684;3;Ст. 368-4 ч. 3;;5;2;;;5;2;6;1;;;2;1;;;;;1000;750;;2;3;1;;;;2;;;
2019;XVII;3684;4;Ст. 368-4 ч. 4;;8;4;;;;;;;;;;;;;;;;;2;2;3;1;;;;3;;;
2019;XVII;3690;1;Ст. 369 ч. 1;;4;2;;;4;2;;;;;;;;;;;700;500;;;;;;;;2;;;
2019;XVII;3690;2;Ст. 369 ч. 2;;;;;;;;;;;;;;;;;;100;500;1;;;;;;;1;;;
2019;XVII;3690;3;Ст. 369 ч. 3;;8;4;;;;;;;;;;;;;;;;;1;;;;;;;3;;;
2019;XVII;3690;4;Ст. 369 ч. 4;;10;5;;;;;;;;;;;;;;;;;1;;;;;;;3;;;
2019;XVII;3692;1;Ст. 369-2 ч. 1;;2;1;;;5;2;;;;;;;;;;;500;200;;;;;;;;1;;;
2019;XVII;3692;2;Ст. 369-2 ч. 2;;5;2;;;;;;;;;;;;;;;1000;750;;;;;;;;2;;;
2019;XVII;3692;3;Ст. 369-2 ч. 3;;8;3;;;;;;;;;;;;;;;;;2;;;;;;;3;;;
2019;XVII;3693;1;Ст. 369-3 ч. 1;;3;1;;;3;1;;;;;;;;;;;1000;200;;;;;;;;2;;;
2019;XVII;3693;2;Ст. 369-3 ч. 2;;5;2;;;5;2;;;;;;;;;;;;;;;;;;;;2;;;
2019;XVII;3693;3;Ст. 369-3 ч. 3;;5;2;;;5;2;;;;;;;;;;;2000;700;;;;;;;;2;;;
2019;XVII;3700;1;Ст. 370 ч. 1;;5;2;;;5;1;;;;;;;;;;;;;;2;3;1;;;;2;;;
2019;XVII;3700;2;Ст. 370 ч. 2;;7;3;;;;;;;;;;;;;;;750;500;;;;;;;;3;;;
2019;XVIII;3710;1;Ст. 371 ч. 1;;;;;;3;1;;;;;;;;;5;1;;;;;;;;;;1;;;
2019;XVIII;3710;2;Ст. 371 ч. 2;;5;3;;;5;3;;;;;;;;;;;;;;;;;;;;2;;;
2019;XVIII;3710;3;Ст. 371 ч. 3;;10;5;;;;;;;;;;;;;;;;;;2;3;1;;;;3;;;
2019;XVIII;3720;1;Ст. 372 ч. 1;;5;1;;;5;1;;;;;;;;;;;;;;;;;;;;2;;;
2019;XVIII;3720;2;Ст. 372 ч. 2;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XVIII;3730;1;Ст. 373 ч. 1;;3;1;;;3;1;;;;;;;;;;;;;;;;;;;;2;;;
2019;XVIII;3730;2;Ст. 373 ч. 2;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XVIII;3740;1;Ст. 374 ч. 1;;;;;;;;6;1;;;2;0,5;;;;;500;300;;1;3;1;;;;1;;;
2019;XVIII;3740;2;Ст. 374 ч. 2;;7;3;;;;;;;;;;;;;;;;;;2;3;1;;;;3;;;
2019;XVIII;3750;1;Ст. 375 ч. 1;;5;2;;;5;1;;;;;;;;;;;;;;;;;;;;2;;;
2019;XVIII;3750;2;Ст. 375 ч. 2;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XVIII;3760;1;Ст. 376 ч. 1;;;;;;;;6;1;;;2;0,5;;;;;50;30;;;;;;;;1;;;
2019;XVIII;3760;2;Ст. 376 ч. 2;;3;1;;;;;6;1;;;;;;;5;1;;;;;;;;;;2;;;
2019;XVIII;3761;1;Ст. 376-1 ч. 1;;3;1;;;5;2;;;;;;;;;;;1000;600;;2;3;1;;;;2;;;
2019;XVIII;3761;2;Ст. 376-1 ч. 2;;6;3;;;5;3;;;;;;;;;;;;;;2;3;2;;;;3;;;
2019;XVIII;3770;1;Ст. 377 ч. 1;;3;1;;;3;1;6;1;;;2;0,5;;;;;;;;;;;;;;2;;;
2019;XVIII;3770;2;Ст. 377 ч. 2;;6;1;;;5;1;;;;;;;;;;;;;;;;;;;;3;;;
2019;XVIII;3770;3;Ст. 377 ч. 3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XVIII;3780;1;Ст. 378 ч. 1;;5;1;;;;;6;1;;;;;;;;;;;;;;;;;;2;;;
2019;XVIII;3780;2;Ст. 378 ч. 2;;15;6;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XVIII;3790;1;Ст. 379 ч. 1;1;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XVIII;3800;1;Ст. 380 ч. 1;;5;1;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XVIII;3810;1;Ст. 381 ч. 1;;;;;;3;1;;;;;2;0,5;;;;;300;100;;;;;;;;1;;;
2019;XVIII;3810;2;Ст. 381 ч. 2;;5;1;;;5;1;6;1;;;;;;;;;;;;;;;;;;2;;;
2019;XVIII;3820;1;Ст. 382 ч. 1;;3;1;;;;;;;;;;;;;;;1000;500;;;;;;;;2;;;
2019;XVIII;3820;2;Ст. 382 ч. 2;;5;1;;;;;;;;;;;;;3;1;1000;750;;;;;;;;2;;;
2019;XVIII;3820;3;Ст. 382 ч. 3;;8;3;;;;;;;;;;;;;;;;;;2;3;1;;;;3;;;
2019;XVIII;3820;4;Ст. 382 ч. 4;;8;3;;;;;;;;;;;;;;;;;;2;3;1;;;;3;;;
2019;XVIII;3830;1;Ст. 383 ч. 1;;2;1;;;3;1;6;1;;;2;0,5;;;;;;;;;;;;;;1;;;
2019;XVIII;3830;2;Ст. 383 ч. 2;;5;2;;;5;2;;;;;;;;;;;;;;;;;;;;2;;;
2019;XVIII;3840;1;Ст. 384 ч. 1;;;;;;2;1;6;1;;;2;0,5;;;;;;;;;;;;;;1;;;
2019;XVIII;3840;2;Ст. 384 ч. 2;;5;2;;;5;1;;;;;2;0,5;;;;;;;;;;;;;;2;;;
2019;XVIII;3850;1;Ст. 385 ч. 1;;;;;;;;6;1;;;;;;;;;300;50;;;;;;;;1;;;
2019;XVIII;3860;1;Ст. 386 ч. 1;;;;;;;;6;1;;;2;0,5;;;;;300;50;;;;;;;;1;;;
2019;XVIII;3870;1;Ст. 387 ч. 1;;;;;;;;;;;;3;0,5;;;;;100;50;;;;;;;;1;;;
2019;XVIII;3870;2;Ст. 387 ч. 2;;;;;;3;1;6;1;;;;;;;;;300;100;;2;3;1;;;;1;;;
2019;XVIII;3870;3;Ст. 387 ч. 3;;;;;;5;3;;;;;;;;;;;;;;2;3;1;;;;1;;;
2019;XVIII;3880;1;Ст. 388 ч. 1;;;;;;2;1;;;;;2;0,5;;;;;500;200;;1;3;1;;;;1;;;
2019;XVIII;3880;2;Ст. 388 ч. 2;;3;1;;;3;1;;;;;;;;;;;600;300;;1;3;1;;;;2;;;
2019;XVIII;3890;1;Ст. 389 ч. 1;;;;;;2;1;;;;;2;0,5;;;;;;;;;;;;;;1;;;
2019;XVIII;3890;2;Ст. 389 ч. 2;;;;;;3;1;6;1;;;;;;;;;;;;;;;;;;1;;;
2019;XVIII;3891;1;Ст. 389-1 ч. 1;;;;;;3;1;6;1;;;;;;;;;;;;;;;;;;1;;;
2019;XVIII;3892;1;Ст. 389-2 ч. 1;;2;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;
2019;XVIII;3900;1;Ст. 390 ч. 1;;3;1;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XVIII;3900;2;Ст. 390 ч. 2;;2;1;;;2;1;;;;;;;;;;;;;;;;;;;;1;;;
2019;XVIII;3900;3;Ст. 390 ч. 3;;3;1;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XVIII;3901;1;Ст. 390-1 ч. 1;;;;;;2;1;6;1;;;;;;;;;;;;;;;;;;1;;;
2019;XVIII;3910;1;Ст. 391 ч. 1;;3;1;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XVIII;3920;1;Ст. 392 ч. 1;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XVIII;3930;1;Ст. 393 ч. 1;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XVIII;3930;2;Ст. 393 ч. 2;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XVIII;3940;1;Ст. 394 ч. 1;;2;1;;;;;6;1;;;;;;;;;;;;;;;;;;1;;;
2019;XVIII;3950;1;Ст. 395 ч. 1;;;;;;;;6;1;;;;;;;;;;;;;;;;;;1;;;
2019;XVIII;3960;1;Ст. 396 ч. 1;;3;1;;;3;1;3;1;;;;;;;;;;;;;;;;;;2;;;
2019;XVIII;3970;1;Ст. 397 ч. 1;;;;;;3;1;6;1;;;2;0,5;;;;;200;100;;;;;;;;1;;;
2019;XVIII;3970;2;Ст. 397 ч. 2;;;;;;3;1;;;;;;;;;;;500;300;;2;3;1;;;;1;;;
2019;XVIII;3980;1;Ст. 398 ч. 1;;3;1;;;3;1;6;1;;;;;;;;;;;;;;;;;;2;;;
2019;XVIII;3980;2;Ст. 398 ч. 2;;5;3;;;5;3;;;;;;;;;;;;;;;;;;;;2;;;
2019;XVIII;3980;3;Ст. 398 ч. 3;;12;7;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XVIII;3990;1;Ст. 399 ч. 1;;3;1;;;3;1;6;1;;;;;;;;;100;50;;;;;;;;2;;;
2019;XVIII;3990;2;Ст. 399 ч. 2;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XVIII;3990;3;Ст. 399 ч. 3;;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XVIII;4000;1;Ст. 400 ч. 1;1;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XVIII;4001;1;Ст. 400-1 ч. 1;;;;;;;;3;1;;;;;;;;;3000;30;;;;;;;;1;;;
2019;XVIII;4001;2;Ст. 400-1 ч. 2;;;;;;3;1;;;;;;;;;;;10000;30;;;;;;;;2;;;
2019;XIX;4020;1;Ст. 402 ч. 1;;3;1;2;1;;;;;2;1;;;;;;;;;;;;;;;;2;;;
2019;XIX;4020;2;Ст. 402 ч. 2;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4020;3;Ст. 402 ч. 3;;7;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4020;4;Ст. 402 ч. 4;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4030;1;Ст. 403 ч. 1;;2;1;1;1;;;;;2;1;;;;;;;;;;;;;;;;1;;;
2019;XIX;4030;2;Ст. 403 ч. 2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIX;4030;3;Ст. 403 ч. 3;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4040;1;Ст. 404 ч. 1;;5;2;2;1;;;;;2;1;;;;;;;;;;;;;;;;2;;;
2019;XIX;4040;2;Ст. 404 ч. 2;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4040;3;Ст. 404 ч. 3;;10;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4040;4;Ст. 404 ч. 4;;12;3;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XIX;4040;5;Ст. 404 ч. 5;1;15;10;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XIX;4050;1;Ст. 405 ч. 1;;2;1;2;1;;;;;;;;;;;;;;;;;;;;;;1;;;
2019;XIX;4050;2;Ст. 405 ч. 2;;7;2;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4050;3;Ст. 405 ч. 3;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4050;4;Ст. 405 ч. 4;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4060;1;Ст. 406 ч. 1;;3;1;1;0,5;;;6;1;;;;;;;;;;;;;;;;;;2;;;
2019;XIX;4060;2;Ст. 406 ч. 2;;5;2;2;0,5;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIX;4060;3;Ст. 406 ч. 3;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4070;1;Ст. 407 ч. 1;;3;1;2;0,5;;;;;;;;;;;;;;;;;;;2;750;250;2;;;
2019;XIX;4070;2;Ст. 407 ч. 2;;3;1;;;;;;;2;0,5;;;;;;;100;30;;;;;2;1000;500;2;;;
2019;XIX;4070;3;Ст. 407 ч. 3;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIX;4070;4;Ст. 407 ч. 4;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4070;5;Ст. 407 ч. 5;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4080;1;Ст. 408 ч. 1;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIX;4080;2;Ст. 408 ч. 2;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4080;3;Ст. 408 ч. 3;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4080;4;Ст. 408 ч. 4;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XIX;4090;1;Ст. 409 ч. 1;;2;1;2;0,5;;;;;;;;;;;;;;;;;;;;;;1;;;
2019;XIX;4090;2;Ст. 409 ч. 2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIX;4090;3;Ст. 409 ч. 3;;7;3;;;;;;;;;;;;;;;;;;;;;2;750;250;3;;;
2019;XIX;4090;4;Ст. 409 ч. 4;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4100;1;Ст. 410 ч. 1;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4100;2;Ст. 410 ч. 2;;10;5;;;;;;;;;;;;;;;;;;;;;2;750;250;3;;;
2019;XIX;4100;3;Ст. 410 ч. 3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XIX;4100;4;Ст. 410 ч. 4;;15;10;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XIX;4110;1;Ст. 411 ч. 1;;3;1;2;0,5;;;;;2;0,5;;;;;;;;;;;;;;;;2;;;
2019;XIX;4110;2;Ст. 411 ч. 2;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4110;3;Ст. 411 ч. 3;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4110;4;Ст. 411 ч. 4;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4120;1;Ст. 412 ч. 1;;;;1;0,5;;;;;2;0,5;;;;;;;50;30;;;;;;;;1;;;
2019;XIX;4120;2;Ст. 412 ч. 2;;3;1;2;0,5;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIX;4130;1;Ст. 413 ч. 1;;2;1;2;0,5;;;6;1;;;;;;;;;;;;;;;;;;1;;;
2019;XIX;4130;2;Ст. 413 ч. 2;;3;1;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIX;4130;3;Ст. 413 ч. 3;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIX;4140;1;Ст. 414 ч. 1;;3;1;2;0,5;;;;;2;0,5;;;;;;;;;;;;;;;;2;;;
2019;XIX;4140;2;Ст. 414 ч. 2;;10;2;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4140;3;Ст. 414 ч. 3;;12;3;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XIX;4150;1;Ст. 415 ч. 1;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIX;4150;2;Ст. 415 ч. 2;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4160;1;Ст. 416 ч. 1;;15;5;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XIX;4170;1;Ст. 417 ч. 1;;15;5;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XIX;4180;1;Ст. 418 ч. 1;;5;2;;;5;2;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIX;4180;2;Ст. 418 ч. 2;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4180;3;Ст. 418 ч. 3;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4190;1;Ст. 419 ч. 1;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4190;2;Ст. 419 ч. 2;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4190;3;Ст. 419 ч. 3;;10;7;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4200;1;Ст. 420 ч. 1;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4200;2;Ст. 420 ч. 2;;8;5;;;;;;;;;;;;;;;;;;;;;2;500;250;3;;;
2019;XIX;4200;3;Ст. 420 ч. 3;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4210;1;Ст. 421 ч. 1;;3;1;2;0,5;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIX;4210;2;Ст. 421 ч. 2;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIX;4210;3;Ст. 421 ч. 3;;5;1;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIX;4220;1;Ст. 422 ч. 1;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIX;4220;2;Ст. 422 ч. 2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIX;4220;3;Ст. 422 ч. 3;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4250;1;Ст. 425 ч. 1;;3;1;;;;;;;2;0,5;;;;;;;325;285;;;;;;;;2;;;
2019;XIX;4250;2;Ст. 425 ч. 2;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4250;3;Ст. 425 ч. 3;;7;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4250;4;Ст. 425 ч. 4;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4260;1;Ст. 426 ч. 1;;3;1;;;;;;;2;0,5;;;;;;;385;325;;;;;;;;2;;;
2019;XIX;4260;2;Ст. 426 ч. 2;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4260;3;Ст. 426 ч. 3;;7;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4260;4;Ст. 426 ч. 4;;10;7;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4261;1;Ст. 426-1 ч. 1;;5;2;;;5;2;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIX;4261;2;Ст. 426-1 ч. 2;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4261;3;Ст. 426-1 ч. 3;;9;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4261;4;Ст. 426-1 ч. 4;;10;7;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4261;5;Ст. 426-1 ч. 5;;12;8;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XIX;4270;1;Ст. 427 ч. 1;;10;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4280;1;Ст. 428 ч. 1;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4280;2;Ст. 428 ч. 2;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4280;3;Ст. 428 ч. 3;;10;7;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4290;1;Ст. 429 ч. 1;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4300;1;Ст. 430 ч. 1;;10;7;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4310;1;Ст. 431 ч. 1;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4310;2;Ст. 431 ч. 2;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4310;3;Ст. 431 ч. 3;;3;1;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIX;4320;1;Ст. 432 ч. 1;;10;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4330;1;Ст. 433 ч. 1;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4330;2;Ст. 433 ч. 2;;10;7;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIX;4340;1;Ст. 434 ч. 1;;3;1;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIX;4350;1;Ст. 435 ч. 1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;1;;;
2019;XIX;4350;2;Ст. 435 ч. 2;;2;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;
2019;XX;4360;1;Ст. 436 ч. 1;;3;1;;;;;6;1;;;2;0,5;;;;;;;;;;;;;;2;;;
2019;XX;4361;1;Ст. 436-1 ч. 1;;5;1;;;5;1;;;;;;;;;;;;;1;;;;;;;2;;;
2019;XX;4361;2;Ст. 436-1 ч. 2;;10;5;;;;;;;;;;;;;;;;;1;;;;;;;3;;;
2019;XX;4370;1;Ст. 437 ч. 1;;12;7;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XX;4370;2;Ст. 437 ч. 2;;10;7;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XX;4380;1;Ст. 438 ч. 1;;12;8;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XX;4380;2;Ст. 438 ч. 2;1;15;10;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XX;4390;1;Ст. 439 ч. 1;;12;8;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XX;4390;2;Ст. 439 ч. 2;1;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XX;4400;1;Ст. 440 ч. 1;;10;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XX;4410;1;Ст. 441 ч. 1;;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XX;4420;1;Ст. 442 ч. 1;1;15;10;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XX;4420;2;Ст. 442 ч. 2;;5;1;;;;;6;1;;;;;;;;;;;;;;;;;;2;;;
2019;XX;4430;1;Ст. 443 ч. 1;1;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XX;4440;1;Ст. 444 ч. 1;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XX;4440;2;Ст. 444 ч. 2;;2;1;;;3;1;3;1;;;2;0,5;;;;;;;;;;;;;;1;;;
2019;XX;4450;1;Ст. 445 ч. 1;;;;;;;;6;1;;;;;;;;;50;30;;;;;;;;1;;;
2019;XX;4460;1;Ст. 446 ч. 1;;12;5;;;;;;;;;;;;;;;;;2;;;;;;;4;;;
2019;XX;4460;2;Ст. 446 ч. 2;;15;8;;;;;;;;;;;;;;;;;2;;;;;;;4;;;
2019;XX;4470;1;Ст. 447 ч. 1;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XX;4470;2;Ст. 447 ч. 2;;12;7;;;;;;;;;;;;;;;;;1;;;;;;;4;;;
2019;XX;4470;3;Ст. 447 ч. 3;1;15;10;;;;;;;;;;;;;;;;;1;;;;;;;4;;;
2019;XX;4470;4;Ст. 447 ч. 4;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
