Year;Article;Part;Chapter;CRTOT;CONVIC;ACQUIT;CMED;CCLOSE;CONFES;RECONC;CIRCUMS;SPONS;AMNESTY;DEATH;COTHER;PROB;RELAMN;RELOTHR;SAMEVERD;CNOTCR;DENOPR;CEDU;LIFEIMP;IMP;IMP1;IMP12;IMP23;IMP35;IMP510;IMP1015;IMP1525;RESTOL;DISBAT;ARREST;CORRW;SRVRSTR;PUBLW;FINE;DEPR
2013;Article  434;0;XIX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Article  435;0;XIX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Article  436;0;XX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Article  437;1;XX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Article  437;2;XX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Article  438;1;XX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Article  438;2;XX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Article  439;1;XX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Article  439;2;XX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Article  440;0;XX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Article  441;0;XX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Article  442;1;XX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Article  442;2;XX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Article  443;0;XX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Article  444;1;XX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Article  444;2;XX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Article  445;0;XX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Article  446;1;XX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Article  446;2;XX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Article  447;1;XX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Article  447;2;XX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  109;1;I;3;3;0;0;0;0;0;0;0;0;0;0;2;0;0;NA;0;NA;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2014;Article  109;2;I;3;3;0;0;0;0;0;0;0;0;0;0;3;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  109;3;I;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  110;1;I;17;17;0;0;0;0;0;0;0;0;0;0;15;0;0;NA;0;NA;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2014;Article  110;2;I;6;6;0;0;0;0;0;0;0;0;0;0;5;0;0;NA;0;NA;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2014;Article  110;3;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  110-2;1;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  110-2;2;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  110-2;3;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  110-2;4;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  111;1;I;7;1;0;0;6;0;0;0;0;0;0;6;0;0;0;NA;0;NA;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2014;Article  112;0;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  113;0;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  114;1;I;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  114-1;1;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  114-1;2;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  115;1;II;719;627;7;70;15;0;0;0;0;0;9;6;5;0;1;NA;0;NA;0;0;621;1;0;2;49;454;115;0;0;0;0;0;0;0;0;0
2014;Article  115;2;II;272;245;4;14;9;0;0;0;0;0;6;2;0;0;0;NA;1;NA;0;24;221;0;0;0;1;43;177;0;0;0;0;0;0;0;0;0
2014;Article  116;0;II;16;16;0;0;0;0;0;0;0;0;0;0;5;3;0;NA;0;NA;0;0;7;0;1;2;4;0;0;0;1;0;0;0;0;0;0;0
2014;Article  117;0;II;12;12;0;0;0;0;0;0;0;0;0;0;7;2;0;NA;0;NA;0;0;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  118;0;II;54;51;0;0;3;0;1;0;0;0;0;2;19;6;1;NA;0;NA;0;0;24;4;19;0;1;0;0;0;1;0;0;0;0;0;0;0
2014;Article  119;1;II;217;188;0;1;28;0;11;0;3;7;0;7;84;24;1;NA;0;NA;0;0;51;0;1;18;30;2;0;0;28;0;0;0;0;0;0;0
2014;Article  119;2;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  120;1;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  120;2;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  120;3;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  121;1;II;1276;1216;7;30;23;0;1;0;0;0;14;8;744;6;2;NA;0;NA;0;0;449;7;19;42;259;122;0;0;8;0;2;1;0;0;4;0
2014;Article  121;2;II;577;547;2;15;13;0;0;0;0;0;7;6;29;0;0;NA;0;NA;0;0;516;1;2;8;59;441;5;0;2;0;0;0;0;0;0;0
2014;Article  122;1;II;2285;1403;1;11;870;1;193;15;18;17;7;618;968;115;10;NA;0;NA;1;0;121;29;65;26;1;0;0;0;93;0;2;45;0;13;36;0
2014;Article  122;2;II;20;17;0;0;3;0;0;0;0;1;0;2;6;3;0;NA;0;NA;0;0;6;1;0;2;2;1;0;0;2;0;0;0;0;0;0;0
2014;Article  123;0;II;7;7;0;0;0;0;0;0;0;0;0;0;2;1;0;NA;0;NA;0;0;2;0;2;0;0;0;0;0;1;0;0;0;0;0;1;0
2014;Article  124;0;II;139;109;0;0;30;1;23;0;1;0;0;5;29;9;1;NA;0;NA;0;0;0;0;0;0;0;0;0;0;13;0;12;1;0;42;2;0
2014;Article  125;1;II;10345;4543;18;35;5749;79;1888;14;22;25;18;3700;24;247;26;NA;0;NA;3;0;8;2;3;0;3;0;0;0;2;0;3;38;0;1810;2378;1
2014;Article  125;2;II;4863;2401;20;23;2419;37;809;3;8;20;16;1519;235;148;12;NA;0;NA;7;0;20;8;2;2;5;3;0;0;47;0;89;22;0;804;1021;0
2014;Article  126;1;II;801;222;1;1;577;20;186;1;1;4;0;365;0;11;1;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;93;115;0
2014;Article  126;2;II;20;18;1;0;1;0;0;0;0;1;0;0;10;2;2;NA;0;NA;0;0;3;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0
2014;Article  127;1;II;6;6;0;0;0;0;0;0;0;0;0;0;2;0;0;NA;0;NA;0;0;4;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0
2014;Article  127;2;II;12;11;0;0;1;0;0;0;0;0;1;0;7;1;0;NA;0;NA;0;0;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
2014;Article  127;3;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  127;4;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  128;0;II;503;324;0;1;178;9;122;3;4;3;3;33;86;23;7;NA;0;NA;1;0;4;0;1;2;1;0;0;0;28;0;0;4;0;160;8;0
2014;Article  129;1;II;212;96;0;6;110;1;43;0;0;1;0;65;53;4;2;NA;0;NA;0;0;5;1;1;2;1;0;0;0;12;0;12;0;0;0;8;0
2014;Article  129;2;II;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2014;Article  130;1;II;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  130;2;II;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  130;3;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  130;4;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  131;1;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  131;2;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  132;0;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  133;1;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  133;2;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  133;3;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  134;1;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  134;2;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  135;1;II;26;14;0;0;12;0;5;0;0;0;0;7;5;5;0;NA;0;NA;0;0;1;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0
2014;Article  135;2;II;2;2;0;0;0;0;0;0;0;0;0;0;2;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  135;3;II;16;13;2;0;1;0;0;0;0;0;0;1;3;0;0;NA;0;NA;0;0;8;0;0;1;7;0;0;0;2;0;0;0;0;0;0;0
2014;Article  136;1;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  136;2;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  136;3;II;4;4;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;NA;0;0;2;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0
2014;Article  137;1;II;9;4;0;0;5;0;3;1;1;0;0;0;1;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
2014;Article  137;2;II;8;2;1;0;5;0;4;0;1;0;0;0;2;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  138;0;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  139;1;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  139;2;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  140;1;II;26;14;0;0;12;0;2;0;0;0;0;10;1;9;0;NA;0;NA;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2
2014;Article  140;2;II;10;3;0;0;7;0;3;0;0;1;1;2;0;2;0;NA;0;NA;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  141;0;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  142;1;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  142;2;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  143;1;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  143;2;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  143;3;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  143;4;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  143;5;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  144;1;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  144;2;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  144;3;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  145;0;II;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  146;1;III;5;5;0;0;0;0;0;0;0;0;0;0;4;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2014;Article  146;2;III;47;41;0;0;6;0;0;0;1;3;0;2;29;0;0;NA;0;NA;0;0;11;2;4;2;3;0;0;0;0;0;0;0;0;1;0;0
2014;Article  146;3;III;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  147;1;III;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  147;2;III;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  148;0;III;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  149;1;III;3;3;0;0;0;0;0;0;0;0;0;0;2;0;0;NA;0;NA;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  149;2;III;30;30;0;0;0;0;0;0;0;0;0;0;16;0;0;NA;0;NA;0;0;13;0;1;1;9;2;0;0;1;0;0;0;0;0;0;0
2014;Article  149;3;III;3;3;0;0;0;0;0;0;0;0;0;0;2;0;0;NA;0;NA;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2014;Article  150;1;III;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  150;2;III;3;3;0;0;0;0;0;0;0;0;0;0;2;0;0;NA;0;NA;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  150;3;III;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  150-1;1;III;4;3;0;0;1;0;0;0;0;1;0;0;2;0;1;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  150-1;2;III;5;5;0;0;0;0;0;0;0;0;0;0;3;0;0;NA;0;NA;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
2014;Article  150-1;3;III;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;NA;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  151;1;III;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  151;2;III;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  152;1;IV;83;60;0;3;20;0;2;0;0;0;1;17;25;0;0;NA;0;NA;0;0;33;0;1;15;16;1;0;0;1;0;1;0;0;0;0;0
2014;Article  152;2;IV;33;31;1;0;1;0;1;0;0;0;0;0;0;0;0;NA;0;NA;0;0;31;0;0;1;7;23;0;0;0;0;0;0;0;0;0;0
2014;Article  152;3;IV;62;54;7;1;0;0;0;0;0;0;0;0;3;0;0;NA;0;NA;0;0;51;0;0;1;8;40;2;0;0;0;0;0;0;0;0;0
2014;Article  152;4;IV;18;16;0;1;1;0;0;0;0;0;0;1;0;0;0;NA;0;NA;0;0;16;0;0;0;0;6;10;0;0;0;0;0;0;0;0;0
2014;Article  153;1;IV;11;11;0;0;0;0;0;0;0;0;0;0;5;0;0;NA;0;NA;0;0;6;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0
2014;Article  153;2;IV;35;35;0;0;0;0;0;0;0;0;0;0;4;0;0;NA;0;NA;0;0;31;0;2;4;16;9;0;0;0;0;0;0;0;0;0;0
2014;Article  153;3;IV;25;22;0;2;1;0;0;0;1;0;0;0;0;0;0;NA;0;NA;0;0;22;0;0;0;2;8;12;0;0;0;0;0;0;0;0;0
2014;Article  154;1;IV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  154;2;IV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  155;1;IV;39;38;0;0;1;0;1;0;0;0;0;0;26;0;0;NA;0;NA;0;0;6;1;1;3;1;0;0;0;4;0;0;0;0;0;0;0
2014;Article  155;2;IV;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2014;Article  156;1;IV;17;16;0;0;1;0;0;0;0;0;0;1;13;0;0;NA;0;NA;0;0;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2014;Article  156;2;IV;57;53;0;4;0;0;0;0;0;0;0;0;17;0;0;NA;0;NA;0;0;34;0;1;5;14;14;0;0;1;0;1;0;0;0;0;0
2014;Article  157;1;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  157;2;V;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  157;3;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  157;4;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  158;1;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  158;2;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  158;3;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  158;4;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  158;5;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  158;6;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  158;7;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  158;8;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  158;9;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  158;10;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  158;11;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  158;12;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  158-1;1;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  158-1;2;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  158-2;1;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  158-2;2;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  159;1;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  159;2;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  159-1;1;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  159-1;2;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  159-1;3;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  160;1;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  160;2;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Article  160;3;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
